name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"French Beans","Vegetables",30,38,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/french-beans-clean.png?v=1787584188","French Beans – Ozone Washed Fresh French Beans , carefully sourced and ozone washed to reduce surface contaminants. Crisp, tender beans hygienically packed for everyday cooking. Buy French Beans (Ozone Washed) Online French beans are a commonly used ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":17,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60}]"
"Cucumbers","Exotics",69,0,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/cucumbers-clean.png?v=1787584170","Cucumbers (SubziQuick Farm Fresh Grown) – Fresh Cucumber in Bhopal Harvested fresh. Not stored for days. Fresh cucumber grown at SubziQuick Certified Farm in Bhopal. Crisp, clean, and consistent—ready to eat without the usual sorting and repeated washing. Crisp bite. Mild taste...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g"",""price"":21,""stock"":40},{""weight"":""500g"",""price"":38,""stock"":50},{""weight"":""1 kg"",""price"":69,""stock"":60}]"
"Carrot (Desi)","Vegetables",45,56,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/carrot-desi-clean.png?v=1787584168","Carrot (Desi) – Ozone Washed Fresh Desi Carrot (Gajar) , carefully sourced and ozone washed to reduce surface contaminants. Naturally sweet, firm, and hygienically packed for everyday cooking and raw use. Buy Desi Carrot (Ozone Washed) Online Desi ca...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":14,""stock"":40},{""weight"":""500g"",""price"":25,""stock"":50},{""weight"":""1 kg"",""price"":45,""stock"":60}]"
"Green Bell Pepper","Exotics",70,75,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/green-bell-pepper-1-clean.png?v=1787584152","Green Bell Pepper (SubziQuick Farm Fresh Grown) – Fresh Hydroponic Capsicum in Bhopal Harvested fresh. Not stored for days. Fresh green bell peppers grown hydroponically at SubziQuick Certified Farm in Bhopal. Firm, consistent, and clean—ready to cook without the usual sorting ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g"",""price"":21,""stock"":40},{""weight"":""500g"",""price"":39,""stock"":50},{""weight"":""1 kg"",""price"":70,""stock"":60}]"
"Unpolished Basmati Rice","Vegetables",269,336,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/unpolished-basmati-rice-old-copy-fixed.png?v=1787586382","Premium Unpolished Basmati Rice , carefully sourced and minimally processed to retain its natural grain structure. Aromatic, long-grain rice suitable for everyday meals and traditional cooking. Buy Unpolished Basmati Rice Online Unpolished basmati ri...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":81,""stock"":40},{""weight"":""500g"",""price"":148,""stock"":50},{""weight"":""1 kg"",""price"":269,""stock"":60}]"
"Brinjal (Eggplant)","Vegetables",65,81,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/brinjal-eggplant-clean.png?v=1787584212","Brinjal (Eggplant) – Ozone Washed Fresh Brinjal (Eggplant) , carefully sourced and ozone washed to reduce surface contaminants. Firm, fresh, and hygienically packed for everyday home cooking. Buy Brinjal (Ozone Washed) Online Brinjal, also known as e...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":20,""stock"":40},{""weight"":""500g"",""price"":36,""stock"":50},{""weight"":""1 kg"",""price"":65,""stock"":60}]"
"Barbati","Vegetables",30,38,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/barbati__SubziQuick Farm Fresh_farms.png?v=1770120465","Barbati (Yardlong Beans) – Ozone Washed Fresh Barbati (Yardlong Beans) , carefully sourced and ozone washed to reduce surface contaminants. Crisp, tender, and hygienically packed for safe everyday cooking. Buy Barbati (Ozone Washed) Online Barbati, a...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g Pack"",""price"":30,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":57,""stock"":40}]"
"Coriander","Exotics",36,36,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/coriander-clean.png?v=1787584447","Aromatic leaves that add a touch of zing to every meal! Nutritional Benefits: Rich in vitamins C, K, and A, with detoxifying properties, it aids digestion and enhances flavor without adding calories. Use Cases: A staple in chutneys, garnishing for cu...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""100g Pack"",""price"":36,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":68,""stock"":40}]"
"Bok Choy","Exotics",60,75,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/bok-choy-clean.png?v=1787584475","Fresh Bok Choy by SubziQuick Certified Farm Discover the crisp, leafy goodness of SubziQuick Certified Farm' Bok Choy. Grown with care and expertise, our bok choy is known for its tender texture and mild, slightly sweet flavor. Bok choy, also known as Chinese cabbage, is a ve...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":33,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60}]"
"Spinach (पालक)","Exotics",32,40,"200g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/spinach-clean.png?v=1787584463","Dive into the green goodness of SubziQuick Farm Fresh's Spinach, a versatile leafy green that enriches any meal with its earthy flavor and nutrients! Nutritional Benefits: Loaded with iron, magnesium, and vitamins A, C, and K, promoting strong bones, healthy skin, ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""200g Pack"",""price"":32,""stock"":50},{""weight"":""400g (Twin Pack)"",""price"":61,""stock"":40}]"
"Yellow Cherry Tomatoes","Exotics",90,113,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/yellow-cherry-tomatoes-clean.png?v=1787584428","Yellow Cherry Tomatoes (SubziQuick Farm Fresh Grown) – Fresh Hydroponic Cherry Tomatoes in Bhopal Harvested fresh. Not stored for days. Fresh yellow cherry tomatoes grown hydroponically at SubziQuick Certified Farm in Bhopal. Slightly sweeter, milder in acidity, and consistent—...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g Pack"",""price"":90,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":171,""stock"":40}]"
"Eureka Lemon","Vegetables",98,123,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/eureka-lemon-clean.png?v=1787584121","Eureka Lemon (SubziQuick Farm Fresh Trusted) – Fresh Lemon in Bhopal Selected from farms we trust. Not blindly sourced. Fresh Eureka lemons sourced from partner farms we’ve personally vetted. Juicier, thinner-skinned, and consistent—used daily for cooking, drinks, ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g Pack"",""price"":98,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":186,""stock"":40}]"
"Thai Basil","Exotics",20,38,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/thai-basil-clean.png?v=1787584472","Thai Basil (SubziQuick Farm Fresh Grown) – Fresh Thai Basil in Bhopal Fresh Thai basil grown at SubziQuick Certified Farm in Bhopal. Strong aroma, clean handling, and harvested fresh—used to bring flavour and fragrance to everyday cooking. Distinct aroma. Small quantity. Used f...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":15,""stock"":50},{""weight"":""1 kg"",""price"":20,""stock"":60}]"
"Green Swiss Chard","Exotics",32,40,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/green-swiss-chard-fixed.png?v=1787586389","Fresh Green Swiss Chard - Grown Hydroponically for You! Green Swiss Chard is a versatile leafy green, known for its tender leaves and crisp stems. Grown hydroponically , free of pesticides, and delivered fresh to retain maximum flavor and nutrition. ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""100g Pack"",""price"":32,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":61,""stock"":40}]"
"Lemon Grass","Vegetables",32,40,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/lemon-grass-clean.png?v=1787584263","Lemongrass: Fresh & Aromatic Discover the vibrant aroma and refreshing flavor of lemongrass from SubziQuick Certified Farm. Grown sustainably using hydroponic methods, our pesticide-free lemongrass is ideal for adding a fragrant touch to a variety of dishes, teas...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""100g Pack"",""price"":32,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":61,""stock"":40}]"
"Purple Cabbage","Vegetables",90,113,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/purple-cabbage-clean.png?v=1787584221","Purple Cabbage (SubziQuick Farm Fresh Trusted) – Fresh Red Cabbage in Bhopal Selected from farms we trust. Not blindly sourced. Fresh purple cabbage sourced from partner farms we’ve personally vetted. Crisp texture, vibrant colour, and consistent quality—ideal for ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g Pack"",""price"":90,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":171,""stock"":40}]"
"Yellow Zucchini","Exotics",98,123,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/yellow-zucchini-fixed.png?v=1787586091","Yellow Zucchini (SubziQuick Farm Fresh Grown) – Fresh Hydroponic Zucchini in Bhopal Harvested fresh. Not stored for days. Fresh yellow zucchini grown hydroponically at SubziQuick Certified Farm in Bhopal. Tender texture, mild flavour, and consistent quality—easy to cook across ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g Pack"",""price"":98,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":186,""stock"":40}]"
"Mint","Vegetables",32,40,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/mint-fixed.png?v=1787586392","Fresh Mint - Nature's Cool Refresher from SubziQuick Certified Farm Refresh your senses with the cool, invigorating flavor of Fresh Mint from SubziQuick Certified Farm! Handpicked with care, our mint promises to add a burst of freshness to your culinary creations. Fresh Mint ...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Keep refrigerated in vegetable crisper","[{""weight"":""100g Pack"",""price"":32,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":61,""stock"":40}]"
"Baby Corn","Exotics",60,75,"200g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/baby-corn-clean.png?v=1787584437","Baby Corn (SubziQuick Farm Fresh Trusted) – Fresh Baby Corn in Bhopal Selected from farms we trust. Not blindly sourced. Fresh baby corn sourced from partner farms we’ve personally vetted. Clean handling, consistent quality, and selected to meet our standards befor...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""200g Pack"",""price"":60,""stock"":50},{""weight"":""400g (Twin Pack)"",""price"":114,""stock"":40}]"
"Bell Peppers","Exotics",180,225,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/bell-pepper-clean.png?v=1787584159","Red & Yellow Bell Pepper (SubziQuick Farm Fresh Trusted) – Fresh Bell Peppers in Bhopal Selected from farms we trust. Not blindly sourced. Fresh red and yellow bell peppers sourced from partner farms we’ve personally vetted. Firm, vibrant, and consistent—used to ad...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g"",""price"":54,""stock"":40},{""weight"":""500g"",""price"":99,""stock"":50},{""weight"":""1 kg"",""price"":180,""stock"":60}]"
"Green Zucchini","Exotics",90,113,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/green-zucchini-fixed.png?v=1787586633","Green Zucchini (SubziQuick Farm Fresh Grown) – Fresh Hydroponic Zucchini in Bhopal Harvested fresh. Not stored for days. Fresh green zucchini grown hydroponically at SubziQuick Certified Farm in Bhopal. Tender texture, clean handling, and consistent quality—easy to use in every...","Bhopal Local Farm Harvest (SubziQuick Certified Farm Network)","Store at room temperature","[{""weight"":""250g Pack"",""price"":90,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":171,""stock"":40}]"
