name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Black Grapes (काले अंगूर)","Fruits",150,195,"250g",100,"https://SubziQuick Express Harvest.in/assets/Grapes-DQ7AmCNb.webp","Seedless, juicy black grapes bursting with antioxidants. Sweet and firm, ideal for snacking and desserts.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":45,""stock"":40},{""weight"":""500g"",""price"":83,""stock"":50},{""weight"":""1 kg"",""price"":150,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":285,""stock"":40}]"
"Green Grapes (हरे अंगूर)","Fruits",150,195,"250g",100,"https://SubziQuick Express Harvest.in/assets/Grapesgreen-BAPkWD8S.webp","Crunchy, sweet-sour green grapes. Freshly harvested and handpicked for consistent quality and taste.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":45,""stock"":40},{""weight"":""500g"",""price"":83,""stock"":50},{""weight"":""1 kg"",""price"":150,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":285,""stock"":40}]"
"Orange (संतरा)","Fruits",79,103,"250g",100,"https://SubziQuick Express Harvest.in/assets/Orange-CXKkyFaZ.webp","Juicy, Vitamin-C rich Nagpur oranges. Refreshing taste and easy to peel, perfect for fresh juice or snacks.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":43,""stock"":50},{""weight"":""1 kg"",""price"":79,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":150,""stock"":40}]"
"Pomegranate (अनार)","Fruits",160,208,"250g",100,"https://SubziQuick Express Harvest.in/assets/Pomegranate-BdaZh7R_.webp","Ruby-red premium pomegranates. Rich in antioxidants and perfect for boosting blood flow and heart health.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":48,""stock"":40},{""weight"":""500g"",""price"":88,""stock"":50},{""weight"":""1 kg"",""price"":160,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":304,""stock"":40}]"
"Pineapple (अनानास)","Fruits",100,130,"1 pc",100,"https://SubziQuick Express Harvest.in/assets/Pineapple-CJJ5TesX.webp","Sweet and tangy tropical pineapple. Handpicked for ripeness, perfect for digestion and refreshing fruit salads.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""1 pc"",""price"":100,""stock"":50}]"
"Papaya (पपीता)","Fruits",60,78,"250g",100,"https://SubziQuick Express Harvest.in/assets/papaya-DJSe0-Wf.webp","Fresh, ripe papaya. Excellent for digestion and glowing skin. Sourced daily to ensure zero-bruising.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":33,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":114,""stock"":40}]"
"Kiwi (कीवी)","Fruits",130,169,"1 packet",100,"https://SubziQuick Express Harvest.in/assets/kiwi-BdbrsoWL.webp","Zesty, vitamin-rich green kiwi. Elite quality fruit, perfect for adding a health boost to your breakfast bowl.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""1 packet"",""price"":130,""stock"":50}]"
"Dragon Fruit (ड्रैगन फ्रूट)","Fruits",100,130,"1 pc",100,"https://SubziQuick Express Harvest.in/assets/dragon_fruit-B6cVa6r3.webp","Exotic and nutrient-dense dragon fruit. Vibrant pink skin with a sweet, speckled heart. A visual and health delight.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""1 pc"",""price"":100,""stock"":50},{""weight"":""2 pcs"",""price"":100,""stock"":50}]"
"Premium Apple (प्रीमियम सेब)","Fruits",250,325,"250g",100,"https://SubziQuick Express Harvest.in/assets/RedApple_Poster-Ojv_2RV7.webp","Elite quality, extra-crisp red apples. Hand-selected for the best size, color, and sweetness in the harvest.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":75,""stock"":50},{""weight"":""500g"",""price"":138,""stock"":50},{""weight"":""1kg"",""price"":250,""stock"":50},{""weight"":""2kg"",""price"":475,""stock"":50}]"
"Standard Apple (स्टैंडर्ड सेब)","Fruits",180,234,"250g",100,"https://SubziQuick Express Harvest.in/assets/Fresh_Apply-BZtQPggs.webp","Fresh and crunchy apples for your daily health. Consistent quality and great taste at an affordable price.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":54,""stock"":50},{""weight"":""500g"",""price"":99,""stock"":50},{""weight"":""1kg"",""price"":180,""stock"":50},{""weight"":""2kg"",""price"":342,""stock"":50}]"
"Fresh Strawberry (ताज़ा स्ट्रॉबेरी)","Fruits",70,91,"1 packet",100,"https://SubziQuick Express Harvest.in/assets/fresh_strawberry-CWdIfYaf.webp","Sweet, juicy, and vibrant red strawberries. Rich in Vitamin C and antioxidants, perfect for desserts.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""1 packet"",""price"":70,""stock"":50}]"
"Standard Banana (स्टैंडर्ड केला)","Fruits",40,52,"12 pcs",100,"https://SubziQuick Express Harvest.in/assets/banana-DVDXiriU.webp","Daily fresh standard quality bananas. High energy snack, sourced daily from local Farm Direct for freshness.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""12 pcs"",""price"":40,""stock"":50},{""weight"":""24 pcs"",""price"":40,""stock"":50}]"
"Kinnow (Kino) (किन्नू)","Fruits",85,111,"250g",100,"https://SubziQuick Express Harvest.in/assets/Orange-CXKkyFaZ.webp","Sweet and juicy local citrus fruit. High Vitamin C content, perfect for refreshing winter juices.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":26,""stock"":40},{""weight"":""500g"",""price"":47,""stock"":50},{""weight"":""1 kg"",""price"":85,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":162,""stock"":40}]"
"Dasgri Aam (Dussehri) (दशहरी आम)","Fruits",120,156,"250g",100,"https://SubziQuick Express Harvest.in/assets/dussehri_mango-BXQ8ElXw.png","Sweet, highly aromatic Dussehri mangoes sourced fresh from local orchards.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Badam Aam (Badami) (बादामी आम)","Fruits",100,130,"250g",100,"https://SubziQuick Express Harvest.in/assets/badami_mango-DcslI_tN.png","Delicious, sweet, and pulpy Badami mangoes, packed with vitamins.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":30,""stock"":40},{""weight"":""500g"",""price"":55,""stock"":50},{""weight"":""1 kg"",""price"":100,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":190,""stock"":40}]"
"Tota Aam (Totapuri) (तोता आम)","Fruits",80,104,"250g",100,"https://SubziQuick Express Harvest.in/assets/totapuri_mango-CX1c68_R.png","Tangy-sweet Totapuri mangoes, distinguished by their parrot-beak shape, ideal for pickling and fresh consumption.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":44,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":152,""stock"":40}]"
"watermelon (तरबूज़)","Fruits",55,72,"250g",100,"https://SubziQuick Express Harvest.in/assets/Watermelon-BTrLRhk3.webp","Hydrating, sweet, and juicy watermelon. The ultimate summer cooler, sourced for maximum sweetness.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":17,""stock"":40},{""weight"":""500g"",""price"":30,""stock"":50},{""weight"":""1 kg"",""price"":55,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":105,""stock"":40}]"
"Dahi (Curd) (ताज़ा दही)","Dairy & Staples",100,130,"500g",100,"https://SubziQuick Express Harvest.in/assets/Curd-C9wiaa1x.webp","Thick, creamy, and farm-fresh curd made from 100% pure milk. No preservatives, just authentic home-style taste.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""500g"",""price"":55,""stock"":50},{""weight"":""1kg"",""price"":100,""stock"":50},{""weight"":""2kg"",""price"":190,""stock"":50}]"
"Paneer (ताज़ा पनीर)","Dairy & Staples",120,156,"250g",100,"https://SubziQuick Express Harvest.in/assets/paneer_2-BZ7WdcWM.webp","Malai Paneer that's soft, creamy, and melts in your mouth. Freshly made to ensure maximum protein and zero rubbery texture.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1kg"",""price"":120,""stock"":50}]"
"Cow Milk (गाय का दूध)","Dairy & Staples",60,78,"500ml",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Pure, light, and easy-to-digest cow milk. Sourced from local grass-fed cows and delivered fresh within hours of milking.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""500ml"",""price"":60,""stock"":50},{""weight"":""1L"",""price"":60,""stock"":50},{""weight"":""2L"",""price"":60,""stock"":50}]"
"Buffalo Milk (भैंस का दूध)","Dairy & Staples",70,91,"500ml",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Rich, thick, and high-fat buffalo milk. Ideal for making thick curd, aromatic ghee, and traditional Indian sweets at home.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""500ml"",""price"":70,""stock"":50},{""weight"":""1L"",""price"":70,""stock"":50},{""weight"":""2L"",""price"":70,""stock"":50}]"
"Pure Cow Ghee (शुद्ध गाय का घी)","Dairy & Staples",1100,1430,"250g",100,"https://SubziQuick Express Harvest.in/assets/Ghee-DOVyGJyH.webp","Aromatic golden Danedaar ghee made using traditional Bilona method. Rich in vitamins and health-boosting healthy fats.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":330,""stock"":50},{""weight"":""500g"",""price"":605,""stock"":50},{""weight"":""1kg"",""price"":1100,""stock"":50}]"
"Buffalo Ghee (शुद्ध भैंस का घी)","Dairy & Staples",960,1248,"500g",100,"https://SubziQuick Express Harvest.in/assets/Ghee-DOVyGJyH.webp","Rich, white, and granular buffalo ghee. Perfect for daily cooking and adding a traditional touch to your meals.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""500g"",""price"":528,""stock"":50},{""weight"":""1kg"",""price"":960,""stock"":50}]"
"Normal Ghee (साधारण घी)","Dairy & Staples",600,780,"500g",100,"https://SubziQuick Express Harvest.in/assets/Ghee-DOVyGJyH.webp","Quality everyday cooking ghee. Pure and aromatic, suitable for all your kitchen needs at an affordable price.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""500g"",""price"":330,""stock"":50},{""weight"":""1kg"",""price"":600,""stock"":50}]"
"Organic Potato (जैविक आलू)","Vegetables",60,78,"250g",100,"https://SubziQuick Express Harvest.in/assets/potato-DfwNLs65.webp","Certified organic potatoes grown without any chemical fertilizers. Natural taste and high in minerals. Perfect for conscious eating.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":33,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":114,""stock"":40}]"
"Organic Tomato (जैविक टमाटर)","Vegetables",59,77,"250g",100,"https://SubziQuick Express Harvest.in/assets/tomato-Dbk6DB12.webp","Chemical-free premium organic tomatoes. Grown using sustainable farming practices to ensure pure health for your family.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":32,""stock"":50},{""weight"":""1 kg"",""price"":59,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":112,""stock"":40}]"
"Organic Onion (जैविक प्याज़)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/onion-B0HHN2uv.webp","100% Organic onions. Naturally grown for a stronger flavor and longer shelf life. Pesticide-free guarantee.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Organic Green Chilli (जैविक हरी मिर्च)","Vegetables",130,169,"250g",100,"https://SubziQuick Express Harvest.in/assets/green_chilli-DA4l22T6.webp","Spicy organic green chillies grown in chemical-free soil. Pure, sharp heat without any harmful residues.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":39,""stock"":40},{""weight"":""500g"",""price"":72,""stock"":50},{""weight"":""1 kg"",""price"":130,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":247,""stock"":40}]"
"Organic Lemon (जैविक नींबू)","Vegetables",200,260,"250g",100,"https://SubziQuick Express Harvest.in/assets/lemons_pic-BIt4rxnw.webp","Fresh, zesty organic lemons. Naturally ripened on trees, perfect for your health drinks and culinary needs.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":60,""stock"":40},{""weight"":""500g"",""price"":110,""stock"":50},{""weight"":""1 kg"",""price"":200,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":380,""stock"":40}]"
"Organic Coriander (जैविक धनिया)","Vegetables",120,156,"250g",100,"https://SubziQuick Express Harvest.in/assets/dhaniya-CWddj_si.webp","Elite organic coriander leaves with an intense natural aroma. Grown sustainably for the purest garnishing experience.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Organic Spinach (जैविक पालक)","Vegetables",40,52,"1 bundle",100,"https://SubziQuick Express Harvest.in/assets/Spinach-BtlLMCW7.webp","Chemical-free tender spinach. Packed with natural iron and grown in nutrient-rich organic soil.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 bundle"",""price"":40,""stock"":50},{""weight"":""2 bundles"",""price"":76,""stock"":40},{""weight"":""4 bundles (Family Pack)"",""price"":148,""stock"":30}]"
"Organic Carrot (जैविक गाजर)","Vegetables",59,77,"250g",100,"https://SubziQuick Express Harvest.in/assets/carrots-D5ODYgpt.webp","Sweet, crunchy organic carrots. High in Beta-carotene and 100% free from synthetic pesticides.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":32,""stock"":50},{""weight"":""1 kg"",""price"":59,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":112,""stock"":40}]"
"Organic Banana (जैविक केला)","Fruits",90,117,"12 pcs",100,"https://SubziQuick Express Harvest.in/assets/banana-DVDXiriU.webp","Naturally ripened chemical-free bananas. Safe for infants and seniors, packed with organic energy.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""12 pcs"",""price"":90,""stock"":50},{""weight"":""24 pcs"",""price"":90,""stock"":50}]"
"Organic Apple (जैविक सेब)","Fruits",300,390,"250g",100,"https://SubziQuick Express Harvest.in/assets/RedApple_Poster-Ojv_2RV7.webp","Premium organic apples from certified sustainable orchards. Crisp, clean, and 100% healthy.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":90,""stock"":40},{""weight"":""500g"",""price"":165,""stock"":50},{""weight"":""1 kg"",""price"":300,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":570,""stock"":40}]"
"Fresh Fruit Salad (Glass) (ताज़ा फ्रूट सलाद)","Vegetables",60,78,"1 Glass",100,"https://SubziQuick Express Harvest.in/assets/fruit_salad_glass-DeTrEjph.webp","Premium fruit salad served in a chilled glass.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Glass"",""price"":60,""stock"":50}]"
"Healthy Vegetable Salad (हेल्दी वेजिटेबल सलाद)","Vegetables",60,78,"1 Bowl",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Crispy and fresh cut vegetable mix.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Bowl"",""price"":60,""stock"":50}]"
"Dragon Fruit Premium Juice (ड्रैगन फ्रूट प्रीमियम जूस)","Vegetables",179,233,"1 Glass",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Exotic dragon fruit juice. Visual delight & healthy.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Glass"",""price"":179,""stock"":50}]"
"Mutton Handi (Ahuna Mutton) (मटन हांडी (अहुना मटन))","Vegetables",1475,1918,"1kg",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Authentic Bihar Champaran Handi mutton. Slow-cooked for 4 hours in a sealed clay pot with whole spices and raw mustard oil for that legendary smoky flavor.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1kg"",""price"":1475,""stock"":50},{""weight"":""500g"",""price"":811,""stock"":50},{""weight"":""250g"",""price"":443,""stock"":50},{""weight"":""4 pieces"",""price"":1475,""stock"":50},{""weight"":""2 pieces"",""price"":2803,""stock"":50}]"
"Chicken Handi (चिकन हांडी)","Vegetables",800,1040,"1kg",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Traditional Champaran style Chicken Handi. Juicy chicken slow-cooked in a clay pot with our secret spice blend and slow-fire coal heating.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1kg"",""price"":800,""stock"":50},{""weight"":""500g"",""price"":440,""stock"":50},{""weight"":""250g"",""price"":240,""stock"":50},{""weight"":""4 pieces"",""price"":800,""stock"":50},{""weight"":""2 pieces"",""price"":1520,""stock"":50}]"
"Fish Curry (फिश करी)","Vegetables",800,1040,"1kg",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Freshwater fish cooked in authentic Bihari style mustard and garlic gravy. Perfectly balanced spices for a nostalgic home-cooked taste.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1kg"",""price"":800,""stock"":50},{""weight"":""500g"",""price"":440,""stock"":50},{""weight"":""250g"",""price"":240,""stock"":50}]"
"Tawa Roti (तवा रोटी)","Vegetables",8,10,"1 piece",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Soft handmade wheat roti.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 piece"",""price"":8,""stock"":50},{""weight"":""2 pieces"",""price"":15,""stock"":40},{""weight"":""4 pieces (Family Pack)"",""price"":30,""stock"":30}]"
"Rumali Roti (रूमाली रोटी)","Vegetables",10,13,"1 piece",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Thin and soft rumali roti.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 piece"",""price"":10,""stock"":50},{""weight"":""2 pieces"",""price"":19,""stock"":40},{""weight"":""4 pieces (Family Pack)"",""price"":37,""stock"":30}]"
"Bati / Litti (लिट्टी / बाटी)","Vegetables",15,20,"1 piece",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Handmade wheat bati / sattu stuffed litti.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 piece"",""price"":15,""stock"":50},{""weight"":""2 pieces"",""price"":29,""stock"":40},{""weight"":""4 pieces (Family Pack)"",""price"":56,""stock"":30}]"
"Plain Rice (प्लेन राइस)","Vegetables",80,104,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Steamed basmati rice.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""Full"",""price"":80,""stock"":50},{""weight"":""Half"",""price"":80,""stock"":50}]"
"Jeera Rice (जीरा राइस)","Vegetables",100,130,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Cumin tempered basmati rice.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""Full"",""price"":100,""stock"":50},{""weight"":""Half"",""price"":100,""stock"":50}]"
"Masala Rice (मसाला राइस)","Vegetables",120,156,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy and aromatic masala rice.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""Full"",""price"":120,""stock"":50},{""weight"":""Half"",""price"":120,""stock"":50}]"
"Chicken Biryani (चिकन बिरयानी)","Vegetables",120,156,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Authentic dum biryani with succulent chicken.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""Full"",""price"":120,""stock"":50},{""weight"":""Half"",""price"":120,""stock"":50}]"
"Egg Biryani (अण्डा बिरयानी)","Vegetables",100,130,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Delicious egg biryani.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":40},{""weight"":""500g"",""price"":55,""stock"":50},{""weight"":""1 kg"",""price"":100,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":190,""stock"":40}]"
"Chicken Fry (4 pcs) (चिकन फ्राय)","Vegetables",100,130,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Crispy fried chicken pieces.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":40},{""weight"":""500g"",""price"":55,""stock"":50},{""weight"":""1 kg"",""price"":100,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":190,""stock"":40}]"
"Masala Chicken Fry (4 pcs) (मसाला चिकन फ्राय)","Vegetables",120,156,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy masala fried chicken.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Fish Fry (4 pcs) (फिश फ्राय)","Vegetables",120,156,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Golden fried fish fillets.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Masala Fish Fry (4 pcs) (मसाला फिश फ्राय)","Vegetables",150,195,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy masala fried fish.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":45,""stock"":40},{""weight"":""500g"",""price"":83,""stock"":50},{""weight"":""1 kg"",""price"":150,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":285,""stock"":40}]"
"Litti Chicken (लिट्टी चिकन)","Vegetables",120,156,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Bihar style litti served with spicy chicken curry.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Litti Mutton (लिट्टी मटन)","Vegetables",150,195,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Bihar style litti served with spicy mutton gravy.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":45,""stock"":40},{""weight"":""500g"",""price"":83,""stock"":50},{""weight"":""1 kg"",""price"":150,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":285,""stock"":40}]"
